MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
123467,,"The Portsmouth Naval Memorial",,,,,50.78249,-1.09569,,"Portsmouth",,"Portsmouth","England","It can be reached from the intersection of Clarence Esplanade and Serpentine Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123467,9/19/2018,1/27/2022
123468,,"HMS Aboukir Yellow Fever Memorial",,,,,50.78231,-1.09622,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Clarence Esplanade and Serpentine Road, on the left when traveling north on Clarence Esplanade. ",,https://www.hmdb.org/m.asp?m=123468,9/19/2018,1/27/2022
123469,,"A Soldier of World War Two",,,,,50.77992,-1.08963,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Clarence Esplanade and Serpentine Road, on the right when traveling south on Clarence Esplanade. ",,https://www.hmdb.org/m.asp?m=123469,9/19/2018,1/27/2022
123470,,"Monty",,,1997,,50.77994,-1.08932,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Serpentine Road and Clarence Esplanade, on the left when traveling south on Serpentine Road. ",,https://www.hmdb.org/m.asp?m=123470,9/19/2018,1/27/2022
123539,,"Nelson’s Last Embarkation",,,,,50.78477,-1.09941,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Clarence Esplanade and Pier Road, on the left when traveling north on Clarence Esplanade. ",,https://www.hmdb.org/m.asp?m=123539,9/20/2018,1/27/2022
123541,,"Indian Mutiny - HMS Shannon Memorial",,,,,50.78422,-1.09873,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Clarence Esplanade and Pier Road, on the left when traveling north on Clarence Esplanade. ",,https://www.hmdb.org/m.asp?m=123541,9/20/2018,1/27/2022
123542,,"Horatio Viscount Nelson",,,,,50.78895,-1.10539,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Grand Parade and Penny Street, on the right when traveling south on Grand Parade. ",,https://www.hmdb.org/m.asp?m=123542,9/20/2018,1/27/2022
123543,,"Saluting Platform",,,,,50.78885,-1.10591,,"Portsmouth",,"Portsmouth","England","It can be reached from the intersection of Grand Parade and Penny Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=123543,9/20/2018,1/27/2022
123544,,"Safekeeping of Portsmouth",,,2000,,50.78898,-1.10468,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Grand Parade and Penny Street, on the right when traveling south on Grand Parade. ",,https://www.hmdb.org/m.asp?m=123544,9/20/2018,1/27/2022
123545,,"Royal Garrison Church",,,,,50.78904,-1.10445,,"Portsmouth",,"Portsmouth","England","It is at the intersection of Grand Parade and Penny Street, on the left when traveling south on Grand Parade. ",,https://www.hmdb.org/m.asp?m=123545,9/20/2018,1/27/2022
123546,,"Portsmouth World War I Cenotaph",,,1921,,50.79809,-1.09250,,"Portsmouth",,"Portsmouth","England","It can be reached from the intersection of King Henry I Street and Guildhall Walk, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=123546,9/20/2018,1/27/2022
123547,,"Portsmouth World War II Memorial",,,2005,,50.79814,-1.09220,,"Portsmouth",,"Portsmouth","England","It can be reached from the intersection of King Henry I Street and Guildhall Walk, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=123547,9/20/2018,1/27/2022
123548,,"Victoria Regina",,,1972,,50.79739,-1.09183,,"Portsmouth",,"Portsmouth","England","It can be reached from the intersection of King Henry I Street and Guildhall Walk, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=123548,9/20/2018,1/27/2022
123574,,"The Battle of Blandford",,,,,50.85522,-2.16689,,"Blandford Forum",,"Dorset","England","It is on West Street close to  River Mews, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=123574,9/21/2018,1/27/2022
123575,,"Blandford Forum War Memorial",,,,,50.85610,-2.16484,"17 Market Place","Blandford Forum",,"Dorset","England","It is on East Street close to  West Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=123575,9/21/2018,1/27/2022
123576,,"1731 Fire",,,,,50.85607,-2.16426,,"Blandford Forum",,"Dorset","England","It is on East Street close to  Church Lane, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=123576,9/21/2018,1/27/2022
123577,,"Jack Counter VC",,,,,50.85603,-2.16421,,"Blandford Forum",,"Dorset","England","It is at the intersection of East Street and Church Lane, on the left when traveling east on East Street. ",,https://www.hmdb.org/m.asp?m=123577,9/21/2018,1/27/2022
123578,,"The Bastards' House","Blandford Civic Society",,,"Blandford Civic Society",50.85597,-2.16408,,"Blandford Forum",,"Dorset","England","It is at the intersection of East Street and Church Lane, on the right when traveling east on East Street. ",,https://www.hmdb.org/m.asp?m=123578,9/21/2018,1/27/2022
123579,,"Centurion Mark 12",,,,,50.69602,-2.24397,,"Bovington",,"Dorset","England","It is at the intersection of King George V Road and Linsay Road, on the left when traveling south on King George V Road. ",,https://www.hmdb.org/m.asp?m=123579,9/21/2018,1/27/2022
123580,,"M4A1 Medium Tank Grizzly",,,,,50.69576,-2.24408,,"Bovington",,"Dorset","England","It is at the intersection of King George V Road and Linsay Road, on the left when traveling south on King George V Road. ",,https://www.hmdb.org/m.asp?m=123580,9/21/2018,1/27/2022
123581,,"Household Cavalry and Royal Armoured Corps Memorial",,,,"Royal Armoured Corps War Memorial Benevolent Fund and the Regimental Charitable Associations",50.69456,-2.24251,,"Bovington",,"Dorset","England","It can be reached from the intersection of King George V Road and Linsay Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123581,9/21/2018,1/27/2022
123583,,"Royal Tank Regiment Memorial Statue",,,,,50.69490,-2.24243,,"Bovington",,"Dorset","England","It can be reached from the intersection of King George V Road and Linsay Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123583,9/21/2018,1/27/2022
123584,,"The Lawrence of Arabia Trail",,"The Tank Museum",,,50.69475,-2.24253,,"Bovington",,"Dorset","England","It can be reached from the intersection of King George V Road and Linsay Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123584,9/21/2018,1/27/2022
123585,,"Challenger I Main Battle Tank",,,,,50.69435,-2.24279,,"Bovington",,"Dorset","England","It can be reached from the intersection of King George V Road and Linsay Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123585,9/21/2018,1/27/2022
123586,,"Tank Infantry Mark IV",,,,,50.69533,-2.24202,,"Bovington",,"Dorset","England","It can be reached from the intersection of King George V Road and Linsay Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123586,9/21/2018,1/27/2022
123587,,"FV603B Armoured Personnel Carrier",,,,,50.69540,-2.24230,,"Bovington",,"Dorset","England","It can be reached from the intersection of King George V Road and Linsay Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123587,9/21/2018,1/27/2022
123615,,"The Town Pump",,,,,50.71523,-2.43672,,"Dorchester",,"Dorset","England","It is on High West Street close to  Cornhill, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=123615,9/22/2018,1/27/2022
123616,,"Benjamin Ferrey Architect",,,,,50.71550,-2.43658,,"Dorchester",,"Dorset","England","It is on High East Street close to  Corn Hill, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=123616,9/22/2018,1/27/2022
123617,,"St Peter’s Parish World War I Memorial",,,,,50.71545,-2.43677,,"Dorchester",,"Dorset","England","It is at the intersection of High East Street and Corn Hill, on the right when traveling west on High East Street. ",,https://www.hmdb.org/m.asp?m=123617,9/22/2018,1/27/2022
123618,,"Holy Trinity Church World War I Memorial",,,,,50.71541,-2.43804,,"Dorchester",,"Dorset","England","It is at the intersection of High West Street and Trinity Street, on the right when traveling west on High West Street. ",,https://www.hmdb.org/m.asp?m=123618,9/22/2018,1/27/2022
123619,,"Benjamin Ferrey Architect",,,,,50.71540,-2.43799,,"Dorchester",,"Dorset","England","It is on High West Street close to  Trinity Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=123619,9/22/2018,1/27/2022
123621,,"Tolpuddle Martyrs",,,1947,"National Union of Agricultural Workers",50.71531,-2.43902,,"Dorchester",,"Dorset","England","It is on High West Street close to  N Square, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=123621,9/22/2018,1/27/2022
123623,,"Dorchester World War II Monument",,,1999,,50.71466,-2.44339,,"Dorchester",,"Dorset","England","It is at the intersection of Bridport Road (England Route B3150) and Poundbury Road, on the right when traveling west on Bridport Road. ",,https://www.hmdb.org/m.asp?m=123623,9/22/2018,1/27/2022
123627,,"The Roman Walls",,,,,50.71166,-2.44029,,"Dorchester",,"Dorset","England","It is on West Wall Walks Road close to  Bowling Alley Walk, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123627,9/22/2018,1/27/2022
123628,,"Abbotsbury Swannery",,,,,50.65967,-2.60040,,"Abbotsbury",,"Dorset","England","It can be reached from New Barn Road, 0.6 kilometers south of Church Road, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=123628,9/22/2018,1/27/2022
123629,,"Bucky Doo Square",,,,,50.73313,-2.75818,,"Bridport",,"Dorset","England","It can be reached from the intersection of South Street and East Street ( Route B3162), on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123629,9/22/2018,1/27/2022
123631,,"King Edward Tree",,,,,50.73330,-2.75820,,"Bridport",,"Dorset","England","It can be reached from the intersection of South Street and East Street ( Route B3162), on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123631,9/22/2018,1/27/2022
123632,,"Axminster War Memorial",,,,,50.78194,-2.99932,,"Axminster",,"Devon","England","It is at the intersection of West Street (England Route A358) and Church Street, on the left when traveling south on West Street. ",,https://www.hmdb.org/m.asp?m=123632,9/22/2018,1/27/2022
123746,,"Jubilee of Queen Victoria",,,,,50.78212,-2.99897,,"Axminster",,"Devon","England","It is at the intersection of West Street (Route A358) and Silver Street, on the left when traveling south on West Street. ",,https://www.hmdb.org/m.asp?m=123746,9/24/2018,1/27/2022
123747,,"Rose Cottage",,,,,50.78132,-2.99751,,"Axminster",,"Devon","England","It is at the intersection of South Street and Cooombe Lane, on the right when traveling north on South Street. ",,https://www.hmdb.org/m.asp?m=123747,9/24/2018,1/27/2022
123748,,"Cattle Market",,,,,50.78066,-2.99809,,"Axminster",,"Devon","England","It is at the intersection of Musbury Road and Church Street, on the right when traveling north on Musbury Road. ",,https://www.hmdb.org/m.asp?m=123748,9/24/2018,1/27/2022
123749,,"Law Chambers",,,,,50.78135,-2.99854,,"Axminster",,"Devon","England","It is at the intersection of Silver Street and Church Street, on the right when traveling north on Silver Street. ",,https://www.hmdb.org/m.asp?m=123749,9/24/2018,1/27/2022
123750,,"Abbeyfield",,,,,50.78150,-2.99871,,"Axminster",,"Devon","England","It is at the intersection of Silver Street and Church Street, on the left when traveling north on Silver Street. ",,https://www.hmdb.org/m.asp?m=123750,9/24/2018,1/27/2022
123751,,"The Old Carpet Factory",,,,,50.78150,-2.99871,,"Axminster",,"Devon","England","It is at the intersection of Silver Street and Church Street, on the right when traveling north on Silver Street. ",,https://www.hmdb.org/m.asp?m=123751,9/24/2018,1/27/2022
123752,,"Kilmington War Memorial",,,,,50.78013,-3.03765,,"Kilmington",,"Devon","England","It is at the intersection of Gammons Hill (Route A35) and Shute Road, on the left when traveling west on Gammons Hill. ",,https://www.hmdb.org/m.asp?m=123752,9/24/2018,1/27/2022
123753,,"Dewlish War Memorial",,,,,50.78326,-2.32062,,"Dewlish",,"Dorset","England","It is on Long Lane, 3.2 kilometers north of Warren Road, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=123753,9/24/2018,1/27/2022
123773,,"Plymouth Hoe",,,,,50.36527,-4.14567,,"Plymouth",,"Plymouth","England","It is at the intersection of Elliot Street and Cliff Road, on the left when traveling south on Elliot Street. ",,https://www.hmdb.org/m.asp?m=123773,9/25/2018,1/27/2022
123775,,"Beatle Bums",,,,,50.36496,-4.14574,"8 Elliot Terrace","Plymouth",,"Plymouth","England","It can be reached from Elliot Terrace close to  Cliff Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123775,9/25/2018,1/27/2022
123777,,"Drake Memorial",,,,,50.36526,-4.14278,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Elliot Street and Cliff Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123777,9/25/2018,1/27/2022
123778,,"Plymouth Naval Memorial",,,,,50.36556,-4.14223,,"Plymouth",,"Plymouth","England","It is at the intersection of Osborne Place and Citadel Road, on the left when traveling south on Osborne Place. ",,https://www.hmdb.org/m.asp?m=123778,9/25/2018,1/27/2022
123779,,"The Plymouth Naval Memorial",,,,,50.36580,-4.14235,,"Plymouth",,"Plymouth","England","It is at the intersection of Osborne Place and Citadel Road, on the left when traveling south on Osborne Place. ",,https://www.hmdb.org/m.asp?m=123779,9/25/2018,11/24/2023
123781,,"The Plymouth Naval Memorial",,,,,50.36548,-4.14238,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Osborne Place and Citadel Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123781,9/25/2018,1/27/2022
123783,,"Smeaton Lighthouse",,,,,50.36438,-4.14186,,"Plymouth",,"Plymouth","England","It is at the intersection of Osborne Place and Citadel Road, on the left when traveling south on Osborne Place. ",,https://www.hmdb.org/m.asp?m=123783,9/25/2018,1/27/2022
123785,,"National Armada Memorial",,,1890,,50.36528,-4.14167,,"Plymouth",,"Plymouth","England","It is at the intersection of Osborne Place and Citadel Road, on the left when traveling south on Osborne Place. ",,https://www.hmdb.org/m.asp?m=123785,9/25/2018,8/25/2023
123827,,"Plymouth RAF Monument",,,,,50.36525,-4.14141,,"Plymouth",,"Plymouth","England","It is at the intersection of Osborne Place and Citadel Road, on the left when traveling south on Osborne Place. ",,https://www.hmdb.org/m.asp?m=123827,9/26/2018,1/27/2022
123828,,"Norrington's Water Fountain",,,1891,,50.36624,-4.13953,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Sussex Street and Citadel Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=123828,9/26/2018,1/27/2022
123829,,"The Laboratory on the Hoe",,,,,50.36467,-4.14029,,"Plymouth",,"Plymouth","England","It is at the intersection of Madeira Road and Hoe Road, on the right when traveling west on Madeira Road. ",,https://www.hmdb.org/m.asp?m=123829,9/26/2018,1/27/2022
123830,,"The Laboratory on the Hoe",,,,,50.36460,-4.14037,,"Plymouth",,"Plymouth","England","It is at the intersection of Madeira Road and Hoe Road, on the right when traveling west on Madeira Road. ",,https://www.hmdb.org/m.asp?m=123830,9/26/2018,1/27/2022
123831,,"Royal Marines Memorial",,,,,50.36443,-4.14025,,"Plymouth",,"Plymouth","England","It is on Madeira Road close to  Hoe Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=123831,9/26/2018,1/27/2022
123832,,"Plymouth Royal Citadel",,,,,50.36423,-4.14071,,"Plymouth",,"Plymouth","England","It is at the intersection of Madeira Road and Hoe Road, on the right when traveling west on Madeira Road. ",,https://www.hmdb.org/m.asp?m=123832,9/26/2018,1/27/2022
123833,,"The Laboratory on the Hoe",,,,,50.36425,-4.14016,,"Plymouth",,"Plymouth","England","It is at the intersection of Madeira Road and Hoe Road, on the right when traveling west on Madeira Road. ",,https://www.hmdb.org/m.asp?m=123833,9/26/2018,1/27/2022
123834,,"1815 - 2015",,,,,50.36323,-4.13718,,"Plymouth",,"Plymouth","England","It is at the intersection of Madeira Road and Hoe Road, on the right when traveling east on Madeira Road. ",,https://www.hmdb.org/m.asp?m=123834,9/26/2018,1/27/2022
123835,,"Napoleon Bonaparte in Plymouth Sound",,,,,50.36327,-4.13726,,"Plymouth",,"Plymouth","England","It is at the intersection of Madeira Road and Hoe Road, on the right when traveling east on Madeira Road. ",,https://www.hmdb.org/m.asp?m=123835,9/26/2018,1/27/2022
123836,,"Ships’ Cannon",,,,,50.36313,-4.13458,,"Plymouth",,"Plymouth","England","It is on Madeira Road, ½ kilometer east of Hoe Road, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=123836,9/26/2018,1/27/2022
123837,,"Way of Saint James",,,,,50.36485,-4.13469,,"Plymouth",,"Plymouth","England","It is at the intersection of Commercial Road and Lambhay Hill, on the right when traveling south on Commercial Road. ",,https://www.hmdb.org/m.asp?m=123837,9/26/2018,1/27/2022
123838,,"Sailing of the Mayflower",,,1954,,50.36617,-4.13368,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123838,9/26/2018,1/27/2022
123839,,"Arrival of NC4",,,,,50.36616,-4.13369,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123839,9/26/2018,1/27/2022
123862,,"Battle of Britain Memorial",,,2005,"The Battle of Britain Memorial Trust",51.09850,1.20597,,"Folkestone",,"Kent","England","It is at the intersection of New Dover Road (England Route B2011) and Old Dover Road, on the right when traveling east on New Dover Road. ",,https://www.hmdb.org/m.asp?m=123862,9/26/2018,1/27/2022
123889,,"350th Anniversary of the Mayflower",,,1970,,50.36615,-4.13373,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123889,9/27/2018,1/27/2022
123890,,"The Tolpuddle Martyrs",,,,,50.36615,-4.13369,,"Plymouth",,"Plymouth","England","It can be reached from Commercial Road close to  The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123890,9/27/2018,1/27/2022
123892,,"Iron Pipes",,,,,50.36617,-4.13367,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123892,9/27/2018,1/27/2022
123895,,"Royal Visit",,,,,50.36621,-4.13352,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123895,9/27/2018,1/27/2022
123902,,"Wreck of the “Sea Venture”",,,,,50.36620,-4.13358,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123902,9/27/2018,1/27/2022
123905,,"Sir Humphey Gilbert’s Voyage",,,,,50.36620,-4.13356,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123905,9/27/2018,1/27/2022
123907,,"Departure of the ‘Tory’",,,1939,,50.36612,-4.13385,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123907,9/27/2018,1/27/2022
123910,,"Pilgrims Point - The Mayflower Steps",,,2000,"The Pilgrim Monument & Provincetown Museum and the Town of Provincetown, Massachusetts",50.36612,-4.13380,,"Plymouth",,"Plymouth","England","It can be reached from the intersection of Commercial Road and The Barbican, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=123910,9/27/2018,1/27/2022
123918,,"Pilgrims",,,1999,"The Plymouth Barbican Association Ltd",50.36680,-4.13454,"9 The Barbican","Plymouth",,"Plymouth","England","It is at the intersection of The Barbican and New Street, on the left when traveling south on The Barbican. ",,https://www.hmdb.org/m.asp?m=123918,9/27/2018,1/27/2022
123940,,"John Sparke House",,,,,50.36697,-4.13548,,"Plymouth",,"Plymouth","England","It is at the intersection of New Street and Stokes Lane, on the right when traveling west on New Street. ",,https://www.hmdb.org/m.asp?m=123940,9/28/2018,1/27/2022
123941,,"John Collier","1769 - 1849","City of Plymouth",,,50.36758,-4.13686,"53 Southside Street","Plymouth",,"Plymouth","England","It is at the intersection of Southside Street and Friars’ Lane, on the left when traveling west on Southside Street. ",,https://www.hmdb.org/m.asp?m=123941,9/28/2018,1/27/2022
123943,,"Anchor from H.M.S. Ark Royal",,,,,50.36819,-4.14233,,"Plymouth",,"Plymouth","England","It is at the intersection of Notte Street and Windsor Place, on the left when traveling west on Notte Street. ",,https://www.hmdb.org/m.asp?m=123943,9/28/2018,1/27/2022
123944,,"Twinning of Plymouth and Donostia-San Sebastian",,,1990,,50.36874,-4.14235,,"Plymouth",,"Plymouth","England","It is at the intersection of Notte Street and Windsor Place, on the left when traveling west on Notte Street. ",,https://www.hmdb.org/m.asp?m=123944,9/28/2018,1/27/2022
123947,,"Tribute of Plymouth",,,,,50.36657,-4.14334,,"Plymouth",,"Plymouth","England","It is at the intersection of Citadel Road and Lockyer Street, on the left when traveling west on Citadel Road. ",,https://www.hmdb.org/m.asp?m=123947,9/28/2018,1/27/2022
123948,,"Invicta Hotel",,,,,50.36660,-4.14373,"11/12 Osborne Place","Plymouth",,"Plymouth","England","It is at the intersection of Osborne Place and Citadel Road, on the right when traveling south on Osborne Place. ",,https://www.hmdb.org/m.asp?m=123948,9/28/2018,1/27/2022
123949,,"Frank Bickerton",,,,,50.36648,-4.14374,"9-10 Osborne Place","Plymouth",,"Plymouth","England","It is at the intersection of Osborne Place and Citadel Road, on the right when traveling south on Osborne Place. ",,https://www.hmdb.org/m.asp?m=123949,9/28/2018,1/27/2022
123950,,"Sir Arthur Conan Doyle",,,,,50.36553,-4.14547,"6 Elliot Terrace","Plymouth",,"Plymouth","England","It is at the intersection of Elliot Street and Elliot Terrace, on the left when traveling south on Elliot Street. ",,https://www.hmdb.org/m.asp?m=123950,9/28/2018,1/27/2022
124009,,"North Gate House",,,,,50.63770,-4.36243,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124009,9/29/2018,1/27/2022
124010,,"Dooms-Dale Launceston Castle",,,,,50.63763,-4.36239,,"Launceston",,"Cornwall","England","It can be reached from Western Road close to  Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124010,9/29/2018,1/27/2022
124012,,"Killigrew Pyramid",,,1987,"Falmouth Civic Society",50.15063,-5.06328,,"Falmouth",,"Cornwall","England","It is at the intersection of Avenue Road and Campbeltown Way, on the right when traveling north on Avenue Road. ",,https://www.hmdb.org/m.asp?m=124012,9/29/2018,1/27/2022
124013,,"Russian Convoy Memorial",,,2006,"The Pupils of Falmouth School and the Falmouth Merchant Navy Club",50.15182,-5.06291,,"Falmouth",,"Cornwall","England","It can be reached from Avenue Road close to  Campbeltown Way, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124013,9/29/2018,1/27/2022
124014,,"HMS Forte IV",,,2010,,50.15191,-5.06285,,"Falmouth",,"Cornwall","England","It can be reached from the intersection of Avenue Road and Campbeltown Way, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124014,9/29/2018,1/27/2022
124016,,"Discovery Quay",,,,,50.15177,-5.06286,,"Falmouth",,"Cornwall","England","It can be reached from the intersection of Avenue Road and Campbeltown Way, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124016,9/29/2018,1/27/2022
124017,,"National Maritime Museum Cornwall",,,1999,,50.15134,-5.06209,,"Falmouth",,"Cornwall","England","It can be reached from the intersection of Avenue Road and Campbeltown Way, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124017,9/29/2018,1/27/2022
124018,,"The Port of Falmouth",,,1964,,50.15292,-5.06484,,"Falmouth",,"Cornwall","England","It can be reached from the intersection of Avenue Road and Campbeltown Way, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124018,9/29/2018,1/27/2022
124042,,"Falmouth Docks",,,,,50.15119,-5.05313,,"Falmouth",,"Cornwall","England","It is on Pendennis Rise, 0.2 kilometers south of Castle Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=124042,9/30/2018,1/27/2022
124043,,"Pendennis Point",,,,,50.14451,-5.04391,,"Falmouth",,"Cornwall","England","It can be reached from Castle Drive, 0.8 kilometers south of Cliff Road, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=124043,9/30/2018,1/27/2022
124044,,"Watching the waterline",,,,,50.14397,-5.04343,,"Falmouth",,"Cornwall","England","It is on Castle Drive, 0.8 kilometers south of Cliff Road, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=124044,9/30/2018,1/27/2022
124046,,"Truro War Memorial",,,,,50.26335,-5.05021,,"Truro",,"Cornwall","England","It is at the intersection of Boscawen Street and Prince’s Street, on the right when traveling east on Boscawen Street. ",,https://www.hmdb.org/m.asp?m=124046,9/30/2018,1/27/2022
124047,,"The Coinage Hall",,,,,50.26336,-5.05016,,"Truro",,"Cornwall","England","It is at the intersection of Boscawen Street and Prince’s Street, on the right when traveling east on Boscawen Street. ",,https://www.hmdb.org/m.asp?m=124047,9/30/2018,1/27/2022
124048,,"Carnewas at Bedruthan",,,,,50.48112,-5.03231,,"Wadebridge",,"Cornwall","England","It can be reached from England Route B3276, 817.6 kilometers north of Henver Road, Newquay, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124048,9/30/2018,1/27/2022
124060,,"The Sheriff’s Tale",,,,,50.66736,-4.75843,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124060,10/1/2018,1/27/2022
124061,,"Upper Courtyard",,,,,50.66725,-4.75860,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124061,10/1/2018,1/27/2022
124062,,"Prince Dafydd’s tale",,,,,50.66810,-4.75967,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124062,10/1/2018,1/27/2022
124063,,"Florence’s shelter",,,,,50.66799,-4.75964,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124063,10/1/2018,1/27/2022
124064,,"A complicated ruin",,,,,50.66823,-4.75985,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124064,10/1/2018,1/27/2022
124065,,"The Trader’s tale",,,,,50.66854,-4.76008,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124065,10/1/2018,1/27/2022
124066,,"Tintagel village",,,,,50.66913,-4.76046,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124066,10/1/2018,1/27/2022
124068,,"The northern ruins",,,,,50.66975,-4.76207,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124068,10/1/2018,1/27/2022
124069,,"Tunnel",,,,,50.66882,-4.76265,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124069,10/1/2018,1/27/2022
124070,,"Well",,,,,50.66862,-4.76175,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124070,10/1/2018,1/27/2022
124071,,"The Priest’s tale",,,,,50.66854,-4.76083,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124071,10/1/2018,1/27/2022
